Title,Link,ID
PRINCIPIO DE EXCLUSIÓN Y DE MÁXIMA MULTIPLICIDAD,https://www.youtube.com/watch?v=rmH5oePZk8Q,rmH5oePZk8Q
LEY DE GRAHAM,https://www.youtube.com/watch?v=klogfjrCst8,klogfjrCst8
CONDENSACIÓN ALDÓLICA | Química Orgánica,https://www.youtube.com/watch?v=uE0HK-hHOA4,uE0HK-hHOA4
Hidratacion de alquenos | Química Orgánica,https://www.youtube.com/watch?v=SwGkfKgDYJA,SwGkfKgDYJA
JABÓN CASERO ANTI CORONAVIRUS | No hagáis tonterías,https://www.youtube.com/watch?v=nHvOyCPhqxY,nHvOyCPhqxY
NITRILOS | Formulación Orgánica,https://www.youtube.com/watch?v=5Ggj4r9yop4,5Ggj4r9yop4
ELECTRODEPOSICIÓN Y LEY DE FARADAY | Ejercicio resuelto,https://www.youtube.com/watch?v=w7pKERTOTpo,w7pKERTOTpo
isomería cis-trans en alquenos,https://www.youtube.com/watch?v=N1GWMnBlQL4,N1GWMnBlQL4
CALCULAR pH ácidos y bases fuertes | Química Analítica,https://www.youtube.com/watch?v=TP4xYqhscL4,TP4xYqhscL4
ESTEQUIOMETRIA | 3º ESO | Ejercicios Resueltos,https://www.youtube.com/watch?v=XMS2h1lhUZk,XMS2h1lhUZk
LITIO | ELEMENTO 3,https://www.youtube.com/watch?v=UTipPBbBz04,UTipPBbBz04
OXISALES ÁCIDAS | Formulación Inorgánica | IUPAC 2005,https://www.youtube.com/watch?v=e0uWzqIgtwY,e0uWzqIgtwY
FACTORES QUE AFECTAN A LA VELOCIDAD DE REACCIÓN | Cinética química,https://www.youtube.com/watch?v=sYgs49xUDuI,sYgs49xUDuI
Pipetas graduadas | 5 | Material de laboratorio,https://www.youtube.com/watch?v=J0OpPDzIw2o,J0OpPDzIw2o
El Matraz Erlenmeyer | 2 | Material de laboratorio,https://www.youtube.com/watch?v=ftbsQ4KvZc0,ftbsQ4KvZc0
ÓXIDOS | Formulación Inorgánica | IUPAC 2005,https://www.youtube.com/watch?v=0FawXXHaXqE,0FawXXHaXqE
"COLESTEROL BUENO, MALO, HDL Y LDL | QUE SON",https://www.youtube.com/watch?v=Uc27ilEXI-E,Uc27ilEXI-E
Pipetas Pasteur | 8 | Material de laboratorio,https://www.youtube.com/watch?v=-ttC_QU2KLc,-ttC_QU2KLc
SOLUBILIDAD Y EFECTO DEL ION COMÚN | Ejercicios resueltos,https://www.youtube.com/watch?v=F3pwVp9L5Rw,F3pwVp9L5Rw
IMPEDIMENTO ESTÉRICO Y BARRERAS DE ROTACIÓN | Química Orgánica,https://www.youtube.com/watch?v=6POlMXF9icQ,6POlMXF9icQ
AROMATICIDAD Y REGLAS DE HUCKEL,https://www.youtube.com/watch?v=d1YoEGetaAA,d1YoEGetaAA
GRUPOS FUNCIONALES Y REACTIVIDAD | Química Orgánica,https://www.youtube.com/watch?v=c7LTqvXvo0M,c7LTqvXvo0M
CARBOCATIONES CARBANIONES Y RADICALES | Química Orgánica,https://www.youtube.com/watch?v=sp2vAcO-W0U,sp2vAcO-W0U
FORMAS RESONANTES | BROMOBENCENO | Explicado,https://www.youtube.com/watch?v=9nNwKlHkvLc,9nNwKlHkvLc
COMO PREPARAR CORRECTAMENTE UNA DISOLUCIÓN | Técnicas de laboratorio,https://www.youtube.com/watch?v=BowV116ddIQ,BowV116ddIQ
CALCULAR pH ácidos y bases débiles | Química Analítica,https://www.youtube.com/watch?v=NzqlzhLPXR4,NzqlzhLPXR4
SALES BINARIAS | Formulación Inorgánica | IUPAC 2005,https://www.youtube.com/watch?v=tzhWjBXbwjc,tzhWjBXbwjc
NUCLEOFILIA VS BASICIDAD | Química Orgánica,https://www.youtube.com/watch?v=qL7-oer0yR0,qL7-oer0yR0
REACCIÓN ALDÓLICA | Química Orgánica,https://www.youtube.com/watch?v=_Ilggwh1ICM,_Ilggwh1ICM
CICLOALCANOS | Formulación orgánica,https://www.youtube.com/watch?v=Azg3k_kEnyA,Azg3k_kEnyA
DENSIDAD DE UN GAS | Química-Física,https://www.youtube.com/watch?v=WG5_EW5YQYo,WG5_EW5YQYo
TIPOS DE FLECHAS | Química Básica,https://www.youtube.com/watch?v=LJdwsrgcnoc,LJdwsrgcnoc
QUÉ ES LA HIPERCONJUGACIÓN | Química Orgánica,https://www.youtube.com/watch?v=jC99VN-xNOA,jC99VN-xNOA
ESTADOS DE LA MATERIA | Química Básica,https://www.youtube.com/watch?v=4qiZ18sdH3w,4qiZ18sdH3w
Matraces aforados | 4 | Material de laboratorio,https://www.youtube.com/watch?v=BxK4vLDO2RU,BxK4vLDO2RU
SEMÁFORO QUÍMICO | Experimento explicado,https://www.youtube.com/watch?v=SGE2bLDz2EM,SGE2bLDz2EM
OBTENIENDO METANOL A PARTIR DE ALCOHOL DE QUEMAR,https://www.youtube.com/watch?v=bopPmzbAQAI,bopPmzbAQAI
COMO DIBUJAR CICLOHEXANOS SILLA SUSTITUIDOS,https://www.youtube.com/watch?v=mZtwG_7hWA0,mZtwG_7hWA0
"CALCULO DE TRABAJO, ENERGÍA INTERNA Y ENTALPÍA",https://www.youtube.com/watch?v=g1oU4Pz-0iU,g1oU4Pz-0iU
ESTEQUIOMETRIA | 1º BACHILLERATO | Ejercicios Resueltos,https://www.youtube.com/watch?v=RDNIRuZjVUc,RDNIRuZjVUc
RESONANCIA EN HETEROCICLOS DE 6 MIEMBROS | Explicado,https://www.youtube.com/watch?v=US7fc_2VhHc,US7fc_2VhHc
CIFRAS SIGNIFICATIVAS,https://www.youtube.com/watch?v=PCdUZNcwsMQ,PCdUZNcwsMQ
HALOALCANOS | Formulación orgánica,https://www.youtube.com/watch?v=qnSdyJ1W7e4,qnSdyJ1W7e4
BENCENOS | Formulación Orgánica,https://www.youtube.com/watch?v=SNcN4oYWYp8,SNcN4oYWYp8
Pipetas aforadas | 6 | Material de laboratorio,https://www.youtube.com/watch?v=NUoUyq__eR8,NUoUyq__eR8
DESTILACIÓN SIMPLE | SIMPLE DISTILLATION,https://www.youtube.com/watch?v=xHJawcNysUA,xHJawcNysUA
ALQUENOS | Formulación Orgánica,https://www.youtube.com/watch?v=sLj4_MHHCqg,sLj4_MHHCqg
ESTEQUIOMETRIA | 4º ESO | Ejercicios Resueltos,https://www.youtube.com/watch?v=hy8lZ1x1gN4,hy8lZ1x1gN4
CICLOHEXANOS SUSTITUIDOS | ESTABILIDAD AXIAL-ECUATORIAL,https://www.youtube.com/watch?v=HYO6mbVWYOY,HYO6mbVWYOY
HALUROS DE HIDRÓGENO E HIDRÁCIDOS | Formulación Inorgánica | IUPAC 2005,https://www.youtube.com/watch?v=jYTRgm229g8,jYTRgm229g8
Porque se calienta una plancha | #CienciaDelDiaADia,https://www.youtube.com/watch?v=HVN5RAQC42c,HVN5RAQC42c
OBTENIENDO TOLUENO A PARTIR DE DISOLVENTE UNIVERSAL,https://www.youtube.com/watch?v=YArzenpV1Oo,YArzenpV1Oo
ÉTERES | Formulación Orgánica,https://www.youtube.com/watch?v=5aAIrhCmdJA,5aAIrhCmdJA
CONSTANTES DE EQUILIBRIO Y CINÉTICA. DIFERENCIA,https://www.youtube.com/watch?v=0Z0-VQKUZFs,0Z0-VQKUZFs
EXTRACTOR SOXHLET | TÉCNICA,https://www.youtube.com/watch?v=fQ8pJ_DPgyo,fQ8pJ_DPgyo
ÁCIDOS CARBOXÍLICOS | Formulación Orgánica,https://www.youtube.com/watch?v=7nlmgf7c2JM,7nlmgf7c2JM
RESONANCIA EN HETEROCICLOS DE 5 MIEMBROS | Explicado,https://www.youtube.com/watch?v=krN6BTlzyBQ,krN6BTlzyBQ
DILUCIONES | 2 | Ejercicio Resuelto Disoluciones,https://www.youtube.com/watch?v=UZLhaoWLTdU,UZLhaoWLTdU
OBTENIENDO ÁCIDO BENZOICO,https://www.youtube.com/watch?v=KAQ4mwXqmvY,KAQ4mwXqmvY
Hidroboración de alquenos | Química Orgánica,https://www.youtube.com/watch?v=WHDJNH_QIls,WHDJNH_QIls
ALCOHOLES | Formulación Orgánica,https://www.youtube.com/watch?v=p9RDHpmNCxk,p9RDHpmNCxk
El benceno,https://www.youtube.com/watch?v=St-py3zWBWs,St-py3zWBWs
EQUILIBRIO Y VOLUMEN | Equilibrio,https://www.youtube.com/watch?v=dLu50RfkRzk,dLu50RfkRzk
SUSTITUCION ELECTROFÍLICA AROMÁTICA,https://www.youtube.com/watch?v=63ybe39FQdY,63ybe39FQdY
EJERCICIOS DE ORGÁNICA RESUELTOS | Halogenación de alcanos | 2,https://www.youtube.com/watch?v=l2cHl_VzPEI,l2cHl_VzPEI
AGUA DURA Y AGUA BLANDA,https://www.youtube.com/watch?v=U_75EuzWxFo,U_75EuzWxFo
ALQUINOS | Formulación Orgánica,https://www.youtube.com/watch?v=fVye5rBDlyg,fVye5rBDlyg
OBTENIENDO ÁCIDO BÓRICO,https://www.youtube.com/watch?v=qA9tdCVX_TU,qA9tdCVX_TU
NITRODERIVADOS | Formulación Orgánica,https://www.youtube.com/watch?v=y4dmfzWyrqY,y4dmfzWyrqY
OBTENIENDO ACEITE ESENCIAL DE CANELA,https://www.youtube.com/watch?v=l2RsDqkPQVE,l2RsDqkPQVE
Morteros | 12 | Material de laboratorio,https://www.youtube.com/watch?v=safj8eFmzSc,safj8eFmzSc
PROBLEMAS DE EQUILIBRIO (I) Kc,https://www.youtube.com/watch?v=RrqkbUAzQvA,RrqkbUAzQvA
AMINAS | Formulación Orgánica,https://www.youtube.com/watch?v=WLiEm_ieEyE,WLiEm_ieEyE
Micropipetas | 10 | Material de laboratorio,https://www.youtube.com/watch?v=SRCmi5p7IAA,SRCmi5p7IAA
ENTALPÍAS DE ENLACE | Termodinámica,https://www.youtube.com/watch?v=y6GWpMqCcEg,y6GWpMqCcEg
"ACEITES ESENCIALES, EXTRACTOS Y ACEITES",https://www.youtube.com/watch?v=jMc1ldCYCnA,jMc1ldCYCnA
OBTENIENDO YODO PURO,https://www.youtube.com/watch?v=vVadJF1SdVk,vVadJF1SdVk
ASÍ CONVIERTEN TU 💩 EN AGUA LIMPIA,https://www.youtube.com/watch?v=Le3SMaADuKw,Le3SMaADuKw
TEORÍA DE COLISIONES Y DEL COMPLEJO ACTIVADO | cinética química,https://www.youtube.com/watch?v=bBt_wS-mBUY,bBt_wS-mBUY
REACCIONES DE DESPROPORCION | Redox,https://www.youtube.com/watch?v=plrVzBOpGQM,plrVzBOpGQM
PAU QUIMICA | EXAMEN DE SELECTIVIDAD RESUELTO | Piloto,https://www.youtube.com/watch?v=IGFKaCB5GeA,IGFKaCB5GeA
LAS PROPIEDADES DE LA MATERIA,https://www.youtube.com/watch?v=S1xXf1cSSyY,S1xXf1cSSyY
¿PORQUÉ EL ESPÁRRAGO DA MAL OLOR EN LA ORINA? | #CienciaDelDiaADia,https://www.youtube.com/watch?v=ta9iVrIm4vY,ta9iVrIm4vY
HIDRÓXIDOS | Formulación Inorgánica | IUPAC 2005,https://www.youtube.com/watch?v=nA-0B8fEjF8,nA-0B8fEjF8
Tipos de pipeteadores | 7 | Material de laboratorio,https://www.youtube.com/watch?v=YPPHyIu8btY,YPPHyIu8btY
EXACTITUD Y PRECISIÓN,https://www.youtube.com/watch?v=Q3cqxmmNrpI,Q3cqxmmNrpI
MÉTODOS CIENTÍFICOS,https://www.youtube.com/watch?v=3hYgYVYryA0,3hYgYVYryA0
COCIENTE DE REACCION | Equilibrio Químico,https://www.youtube.com/watch?v=757uoGxUUcs,757uoGxUUcs
CUANTOS DE ENERGÍA Y EFECTO FOTOELÉCTRICO,https://www.youtube.com/watch?v=QuLbp6-pmE8,QuLbp6-pmE8
BENCENOS SUSTITUIDOS. EFECTO DEL SUSTITUYENTE | ACTIVANTE Y DESACTIVANTE,https://www.youtube.com/watch?v=HaXVupn9KVs,HaXVupn9KVs
CURSOS DE QUÍMICA ONLINE | ACADEMIA,https://www.youtube.com/watch?v=GPgHDWF8DpU,GPgHDWF8DpU
MOLARIDAD | 1 | Ejercicio Resuelto Disoluciones,https://www.youtube.com/watch?v=Vp7AVfecVrc,Vp7AVfecVrc
CÁLCULOS CON PUREZA DE REACTIVOS,https://www.youtube.com/watch?v=jBF2wTx4UMk,jBF2wTx4UMk
HACIENDO ACETATO DE ISOAMILO,https://www.youtube.com/watch?v=sgLwm0pcI1Y,sgLwm0pcI1Y
Embudos | 9 | Material de laboratorio,https://www.youtube.com/watch?v=mGPbdq29-3w,mGPbdq29-3w
"TIPOS DE ENLACES QUÍMICOS: iónico, covalente, metálico y sus propiedades",https://www.youtube.com/watch?v=qR3XiIVkYlA,qR3XiIVkYlA
ESTEQUIOMETRIA | 2º BACHILLERATO | Ejercicios Resueltos,https://www.youtube.com/watch?v=FUQuDqZLI2s,FUQuDqZLI2s
AJUSTE DE REACCIONES | MÉTODO ALGEBRAICO,https://www.youtube.com/watch?v=KBUZSYcRd7k,KBUZSYcRd7k
GRADO DE INSATURACIÓN,https://www.youtube.com/watch?v=8B8mXYPIbSs,8B8mXYPIbSs
ALDEHIDOS | Formulación Orgánica,https://www.youtube.com/watch?v=AAr7M7yCBkc,AAr7M7yCBkc
EJERCICIO RESUELTO | Ciclo de Born-Haber y Energía Reticular,https://www.youtube.com/watch?v=ExhjW6o8-qk,ExhjW6o8-qk
CUARENTENA | 5 TIPS PARA ESTUDIAR,https://www.youtube.com/watch?v=VNwDDCcuu4w,VNwDDCcuu4w
PURIFICANDO SULFATO DE COBRE,https://www.youtube.com/watch?v=P5enzRO1mQs,P5enzRO1mQs
HIBRIDACIÓN SP,https://www.youtube.com/watch?v=UhJx5_cVQFQ,UhJx5_cVQFQ
Oximercuriacion de alquenos | Química Orgánica,https://www.youtube.com/watch?v=rOyoODcG-zY,rOyoODcG-zY
BREAKING VLAD TU CANAL DE QUIMICA,https://www.youtube.com/watch?v=h85qJyJTIBs,h85qJyJTIBs
ALUMINIO + SULFATO DE COBRE. ¿QUÉ PASA?,https://www.youtube.com/watch?v=JJjZFJuVdeI,JJjZFJuVdeI
QUIMICA GENERAL | CHANG | REVIEW,https://www.youtube.com/watch?v=ty2lXHy1LRo,ty2lXHy1LRo
SAPONIFICACIÓN,https://www.youtube.com/watch?v=e5WznsJbhl0,e5WznsJbhl0
TENSIÓN ANULAR EN CICLOALCANOS | Química Orgánica,https://www.youtube.com/watch?v=vzLY2doOyRg,vzLY2doOyRg
FUNCIONES ESTÁNDAR | Termodinámica,https://www.youtube.com/watch?v=_FkuvwIYglo,_FkuvwIYglo
TRANSICIONES ELECTRONICAS | 3 | Ejercicio de química resuelto,https://www.youtube.com/watch?v=LHafrggMhew,LHafrggMhew
ECUACIÓN DE RYDBERG | 2 | Ejercicio de química resuelto,https://www.youtube.com/watch?v=NJg2v0RUOV8,NJg2v0RUOV8
ÉSTERES | Formulación Orgánica,https://www.youtube.com/watch?v=0BBnTCwQwDg,0BBnTCwQwDg
ECUACIÓN DE RYDBERG | 1 | Ejercicio de química resuelto,https://www.youtube.com/watch?v=IwHyY_WbljE,IwHyY_WbljE
Unidades del Sistema Internacional (SI),https://www.youtube.com/watch?v=osHlH3xab00,osHlH3xab00
CONSTRUYO LA MÁQUINA DE CAFÉ DE BREAKING BAD,https://www.youtube.com/watch?v=Ulk19788CKE,Ulk19788CKE
EL JUEGO INTERACTIVO DE LAS VALENCIAS | NIVEL 1,https://www.youtube.com/watch?v=LBzE_R9HK9c,LBzE_R9HK9c
ESTRUCTURA DE LA TABLA PERIÓDICA | 11 | Ejercicio de química resuelto,https://www.youtube.com/watch?v=vHwQsOi8JTI,vHwQsOi8JTI
CREANDO UN ESPEJO DE PLATA | TEST DE TOLLENS,https://www.youtube.com/watch?v=XHwJISPnzFU,XHwJISPnzFU
OBTENIENDO EL ALMIDÓN DE LA PATATA,https://www.youtube.com/watch?v=SQlq18_7AXk,SQlq18_7AXk
¿CUÁNTO SABES DE QUÍMICA? 30 PREGUNTAS | NIVEL 1,https://www.youtube.com/watch?v=lmbsbzjU-UU,lmbsbzjU-UU
HACIENDO CLOROFORMO | Reacción del haloformo,https://www.youtube.com/watch?v=peurOHet1Mg,peurOHet1Mg
CETONAS | Formulación Orgánica,https://www.youtube.com/watch?v=tsvlgH4mDAI,tsvlgH4mDAI
COMBUSTIÓN INCOMPLETA | Quimicefa en vídeo | Experimento 6,https://www.youtube.com/watch?v=WZ8rG0wFUEg,WZ8rG0wFUEg
AMIDAS | Formulación Orgánica,https://www.youtube.com/watch?v=BytrjPRjd8A,BytrjPRjd8A
Teoría del Campo Cristalino | TCC,https://www.youtube.com/watch?v=1UzbDDfrtR4,1UzbDDfrtR4
OBTENIENDO ACEITE ESENCIAL DE PINO,https://www.youtube.com/watch?v=To3oSIdGJ0M,To3oSIdGJ0M
REACTIVIDAD DE HALOALCANOS Y PROPIEDADES | Química Orgánica,https://www.youtube.com/watch?v=DND85GASzRc,DND85GASzRc
ALQUILACION DE FRIEDEL-CRAFTS,https://www.youtube.com/watch?v=ETaMja1NhAo,ETaMja1NhAo
NORMALIDAD | 3 | Ejercicio Resuelto Disoluciones,https://www.youtube.com/watch?v=kYOhBmYmp4w,kYOhBmYmp4w
EXAMEN DE SELECTIVIDAD 2017 RESUELTO | Química | Madrid | Junio,https://www.youtube.com/watch?v=0Oe-t53FPo0,0Oe-t53FPo0
Matraces Kitasato | 11 | Material de laboratorio,https://www.youtube.com/watch?v=Y-Q4w0K2GY4,Y-Q4w0K2GY4
PREMIO NOBEL DE QUÍMICA 2018 | Explicado,https://www.youtube.com/watch?v=idINmmJZduI,idINmmJZduI
ROCA + ÁCIDO | #CienciaDelDiaADia,https://www.youtube.com/watch?v=cGzNl0-7Pp8,cGzNl0-7Pp8
CÓMO FUNCIONAN LOS COLORES | Química y teoría de colores,https://www.youtube.com/watch?v=ykWF5gaVkrM,ykWF5gaVkrM
5 APPS ÚTILES Y GRATIS DE QUIMICA PARA EL MÓVIL,https://www.youtube.com/watch?v=rYefyhap7V4,rYefyhap7V4
CÓMO DISOLVER PRECIPITADOS | Solubilidad,https://www.youtube.com/watch?v=rAlp5K1jTCs,rAlp5K1jTCs
ASÍ SE DESCUBRIÓ EL NEUTRON | CHADWICK Y SU PREMIO NOBEL,https://www.youtube.com/watch?v=BsRtB9AkTDw,BsRtB9AkTDw
EXPERIMENTO DEL RUBIUS EXPLICADO | Pasta de dientes de elefante,https://www.youtube.com/watch?v=4EFPfGNpkHE,4EFPfGNpkHE
EL REFLUJO | TÉCNICA DE LABORATORIO,https://www.youtube.com/watch?v=y7PkizJ4Uys,y7PkizJ4Uys
ESTEREOESPECIFICIDAD Y ESTEREOSELECTIVIDAD,https://www.youtube.com/watch?v=RXOcN39s2fY,RXOcN39s2fY
ACILACION DE FRIEDEL-CRAFTS,https://www.youtube.com/watch?v=tVYbs5CKCNo,tVYbs5CKCNo
FUEGOS ARTIFICIALES Y ETIQUETAS DE AGUA | Química,https://www.youtube.com/watch?v=j6afjvsdcKA,j6afjvsdcKA
APARATO CLEVENGER | TÉCNICA,https://www.youtube.com/watch?v=dCejoIPjjgY,dCejoIPjjgY
EXAMEN DE SELECTIVIDAD 2017 RESUELTO | Química | Andalucía | Junio,https://www.youtube.com/watch?v=JjaKpT_y5po,JjaKpT_y5po
CONSEJOS PARA ELEGIR TU CARRERA UNIVERSITARIA,https://www.youtube.com/watch?v=ztK1hcriCLM,ztK1hcriCLM
HALOGENACION DE BENCENOS,https://www.youtube.com/watch?v=vkqbrxaX2tI,vkqbrxaX2tI
EL POR QUÉ DEL PREMIO NOBEL DE QUÍMICA DE 2017 | Explicado,https://www.youtube.com/watch?v=-3eE4_P5Myg,-3eE4_P5Myg
PROBLEMAS DE EQUILIBRIO (II) Kc,https://www.youtube.com/watch?v=_9r2qrY4gLU,_9r2qrY4gLU
ESTEQUIOMETRÍA | calcular volúmenes de gases,https://www.youtube.com/watch?v=2qjnl1sTRps,2qjnl1sTRps
OZONOLISIS,https://www.youtube.com/watch?v=G1hYcnUILD8,G1hYcnUILD8
OBTENIENDO ÁCIDO PARA-TOLUENSULFÓNICO,https://www.youtube.com/watch?v=l5NdNraL1Oc,l5NdNraL1Oc
ESTRUCTURAS DE LEWIS | con 7 ejemplos,https://www.youtube.com/watch?v=UKo5b43gkzc,UKo5b43gkzc
CAMPO FUERTE Y CAMPO DÉBIL,https://www.youtube.com/watch?v=aNQ_xudSSF4,aNQ_xudSSF4
ESTERIFICACIÓN DE FISCHER,https://www.youtube.com/watch?v=mDRqVpy7S4A,mDRqVpy7S4A
CLASIFICACIÓN DE LA MATERIA,https://www.youtube.com/watch?v=2OzWKtWQjAE,2OzWKtWQjAE
Formacion de halohidrinas | Química Orgánica,https://www.youtube.com/watch?v=60RQW_WH12A,60RQW_WH12A
"NÚMERO ATÓMICO, MÁSICO Y NEUTRONES | 4 | Ejercicio de química resuelto",https://www.youtube.com/watch?v=ta-Py9XBGnU,ta-Py9XBGnU
ENERGIA Y LONGITUD DE ONDA | 5 | Ejercicio de química resuelto,https://www.youtube.com/watch?v=gctJ_vDjUw0,gctJ_vDjUw0
¿QUÉ ES LA ACTIVIDAD ÓPTICA?,https://www.youtube.com/watch?v=aiJBxV4GTxU,aiJBxV4GTxU
ACIDEZ Y BASICIDAD DE SALES,https://www.youtube.com/watch?v=Mhux3DdBxgE,Mhux3DdBxgE
EXPERIMENTO DEL RUBIUS EXPLICADO | Nitrógeno líquido y cocacola,https://www.youtube.com/watch?v=EOmIp5SN2O0,EOmIp5SN2O0
LUMINOL Y LA REACCIÓN QUE PRODUCE LUZ,https://www.youtube.com/watch?v=NbB5M4xsG_A,NbB5M4xsG_A
PASTA DE DIENTES DE ELEFANTE | ¿Por qué pasa?,https://www.youtube.com/watch?v=YHCS365Vcqo,YHCS365Vcqo
HIBRIDACION SP2,https://www.youtube.com/watch?v=TyrAJHsZDag,TyrAJHsZDag
ASÍ SON LAS RADIOGRAFÍAS DE MOLÉCULAS | difracción de rayos X,https://www.youtube.com/watch?v=6-tlzIfWxhU,6-tlzIfWxhU
CÓMO DOMINAR LA QUÍMICA,https://www.youtube.com/watch?v=9JgycIggc6w,9JgycIggc6w
ESTE MATERIAL ABSORBE 90 VECES SU PESO EN AGUA,https://www.youtube.com/watch?v=fVgJTHyg2ec,fVgJTHyg2ec
pH DE SAL ÁCIDA | Ejercicio resuelto,https://www.youtube.com/watch?v=sPgowmSpeEA,sPgowmSpeEA
¿QUÉ ES LA QUÍMICA INORGÁNICA?,https://www.youtube.com/watch?v=0dCfhwxOOhc,0dCfhwxOOhc
LA MOLÉCULA DEL AGUA Y LA VIDA,https://www.youtube.com/watch?v=C-jcuV_sATQ,C-jcuV_sATQ
RADIOS ESPECIES ISOELECTRONICAS | 18 | Ejercicios de química resueltos,https://www.youtube.com/watch?v=9u9YDuYrxKM,9u9YDuYrxKM
VOLCÁN QUÍMICO REALISTA CON DICROMATO,https://www.youtube.com/watch?v=yEb1xt2VBVk,yEb1xt2VBVk
COMO USAR FACTORES DE CONVERSIÓN | 1,https://www.youtube.com/watch?v=7B7_Dp26Xss,7B7_Dp26Xss
CONVIRTIENDO ALCOHOL EN AGUA,https://www.youtube.com/watch?v=93YqzajbuO8,93YqzajbuO8
OFERTAZAS EN LA ACADEMIA DE QUÍMICA | #BlackFriday,https://www.youtube.com/watch?v=7XZDmZT1vow,7XZDmZT1vow
SUSTITUCION NUCLEOFÍLICA AROMÁTICA,https://www.youtube.com/watch?v=6qr5FAwAkHU,6qr5FAwAkHU
¿TE PUEDES FIAR DE LA WIKIPEDIA?,https://www.youtube.com/watch?v=Bycq_SspqkY,Bycq_SspqkY
PARÁMETROS DE ENLACE,https://www.youtube.com/watch?v=-3x059sV8sQ,-3x059sV8sQ
"CONVERTIR GRAMOS EN MOLES, MOLÉCULAS Y ÁTOMOS | Estequiometría",https://www.youtube.com/watch?v=qjIbQSDWnKQ,qjIbQSDWnKQ
OBTENIENDO COBRE A PARTIR DE ALUMINIO,https://www.youtube.com/watch?v=UA9qac8nvM0,UA9qac8nvM0
DIFERENTES CONCENTRACIONES | 4 | Ejercicio Resuelto Disoluciones,https://www.youtube.com/watch?v=FKtPiSV4PTg,FKtPiSV4PTg
OBTENIENDO ACETATO DE COBRE (II),https://www.youtube.com/watch?v=TDOtQRGkw58,TDOtQRGkw58
12+1 EXPERIMENTOS FÁCILES Y CURIOSOS | RECOPILACIÓN,https://www.youtube.com/watch?v=ht46MZf0yKE,ht46MZf0yKE
MECHEROS BUNSEN | 14 | Material de laboratorio,https://www.youtube.com/watch?v=wzU3CNJeFJQ,wzU3CNJeFJQ
SOLUBLE E INSOLUBLE | Quimicefa en vídeo | Experimento 10,https://www.youtube.com/watch?v=SnGEfrDJE4w,SnGEfrDJE4w
TÉCNICA DEAN-STARK,https://www.youtube.com/watch?v=mvEJt83RRf8,mvEJt83RRf8
HIBRIDACION SP3,https://www.youtube.com/watch?v=bZzVSFO2caM,bZzVSFO2caM
EXAMEN DE SELECTIVIDAD 2017 RESUELTO | Química | Castilla y León | Junio,https://www.youtube.com/watch?v=MRd9btmQIAg,MRd9btmQIAg
"ESTRUCTURA DE ALQUENOS | Enlace pi, rigidez, resonancia",https://www.youtube.com/watch?v=gNPkjr9UEm0,gNPkjr9UEm0
Academia de Química Online | Breaking Vlad,https://www.youtube.com/watch?v=fgW2CO4TZaY,fgW2CO4TZaY
DEDUCIR ELEMENTO QUIMICO | 15 | Ejercicios de química resueltos,https://www.youtube.com/watch?v=HPxUYyUl4lA,HPxUYyUl4lA
Desecador | 13 | Material de laboratorio,https://www.youtube.com/watch?v=yQ-pbsK2x2o,yQ-pbsK2x2o
TUTORIAL DE ESTEQUIOMETRÍA PASO A PASO | COMO RESOLVER ESTE TIPO DE PROBLEMAS CON EJEMPLOS,https://www.youtube.com/watch?v=o5n-Ok8vdgE,o5n-Ok8vdgE
PORQUÉ QUEMA EL FUEGO | #CienciaDelDiaADia,https://www.youtube.com/watch?v=Gkh7f5ZWCjs,Gkh7f5ZWCjs
EXAMEN DE SELECTIVIDAD 2017 RESUELTO | Química | Valencia | Junio,https://www.youtube.com/watch?v=LW5_Wp8TbPE,LW5_Wp8TbPE
ESTEQUIOMETRÍA | calcular masas,https://www.youtube.com/watch?v=mx7yxaKMHEY,mx7yxaKMHEY
¿CUÁNTO SABES DE QUÍMICA? 30 PREGUNTAS | NIVEL 3,https://www.youtube.com/watch?v=d9vx678ETzE,d9vx678ETzE
HACIENDO ACEITE PERFUMADO DE JAZMÍN POR INFUSIÓN,https://www.youtube.com/watch?v=UgdN59i1cDA,UgdN59i1cDA
ESTUDIA QUÍMICA EN LA CUARENTENA | Descuentos y directos diarios,https://www.youtube.com/watch?v=8jlIsmX8-jo,8jlIsmX8-jo
HIDRATACIÓN DE ALQUINOS,https://www.youtube.com/watch?v=vld0Y6oMYEo,vld0Y6oMYEo
¿QUÉ ES LA QUÍMICA ANALÍTICA?,https://www.youtube.com/watch?v=HPXmwA49UXU,HPXmwA49UXU
Síntesis del ester acetoacético | Reacciones Orgánicas,https://www.youtube.com/watch?v=Vr-ibCFMAk4,Vr-ibCFMAk4
COMBUSTIÓN Y ESTABILIDAD DE ISÓMEROS | Química Orgánica,https://www.youtube.com/watch?v=_Ht8jhAcpq0,_Ht8jhAcpq0
REDOX. POLVO DE COBRE | Quimicefa en vídeo | Experimento 60,https://www.youtube.com/watch?v=HQ_lyYwYRZs,HQ_lyYwYRZs
¿QUÉ ES UNA MEZCLA RACÉMICA?,https://www.youtube.com/watch?v=fNVlphKKP1s,fNVlphKKP1s
UNBOXING DE LABORATORIO | con Breaking Vlad,https://www.youtube.com/watch?v=2Fb_Oveoxr8,2Fb_Oveoxr8
